date,AeromexSentiment,InterjetSentiment,VolarisSentiment
2019-09-21 08:00:00+00:00,0.20611918613962896,0.2991043420579435,0.12243641163263176
2019-09-21 11:00:00+00:00,0.00286135096060206,0.14875146150161048,0.08777595098754398
2019-09-21 12:00:00+00:00,0.10006281297011163,0.11113113814225795,0.30058857104163306
2019-09-21 13:00:00+00:00,0.22332839750489988,0.13516462695127146,0.036843521974019355
2019-09-21 14:00:00+00:00,0.1793349540117315,0.09551282898643669,0.3030738824896419
2019-09-21 15:00:00+00:00,0.29019246398182125,0.16653040547529085,0.03582613947973643
2019-09-21 16:00:00+00:00,0.44997302774751596,0.14876634452320078,0.09084583595972268
2019-09-21 17:00:00+00:00,0.362189667505621,0.12219680812402928,0.15166149764567033
2019-09-21 18:00:00+00:00,0.3280245474140853,0.11664122112779415,0.020823245255501964
2019-09-21 19:00:00+00:00,0.46893847098104396,0.1431229900695931,0.11929496792487913
